image_file,source_frame,class_name,confidence,x_min,y_min,x_max,y_max,img_w,img_h,saved_time
vid_IMG_1557_20260823_021701_0010.jpg,1200,person,0.804,1012,304,1093,560,1280,720,2026-08-23 02:17:42
vid_IMG_1557_20260823_021701_0010.jpg,1200,person,0.693,114,423,225,577,1280,720,2026-08-23 02:17:42
vid_IMG_1557_20260823_021701_0010.jpg,1200,person,0.653,551,451,687,576,1280,720,2026-08-23 02:17:42
vid_IMG_1557_20260823_021701_0010.jpg,1200,person,0.623,126,606,277,717,1280,720,2026-08-23 02:17:42
vid_IMG_1557_20260823_021701_0010.jpg,1200,person,0.535,194,259,290,392,1280,720,2026-08-23 02:17:42
vid_IMG_1557_20260823_021701_0010.jpg,1200,monitor,0.691,729,297,761,341,1280,720,2026-08-23 02:17:42
vid_IMG_1557_20260823_021701_0010.jpg,1200,monitor,0.685,325,357,402,417,1280,720,2026-08-23 02:17:42
vid_IMG_1557_20260823_021701_0010.jpg,1200,chair,0.640,282,589,408,691,1280,720,2026-08-23 02:17:42
vid_IMG_1557_20260823_021701_0010.jpg,1200,monitor,0.574,679,306,707,351,1280,720,2026-08-23 02:17:42
vid_IMG_1557_20260823_021701_0010.jpg,1200,monitor,0.497,621,315,664,362,1280,720,2026-08-23 02:17:42
vid_IMG_1557_20260823_021701_0010.jpg,1200,monitor,0.465,557,323,594,381,1280,720,2026-08-23 02:17:42
vid_IMG_1557_20260823_021701_0010.jpg,1200,monitor,0.417,0,502,128,655,1280,720,2026-08-23 02:17:42
vid_IMG_1557_20260823_021701_0010.jpg,1200,monitor,0.410,510,540,638,705,1280,720,2026-08-23 02:17:42
vid_IMG_1557_20260823_021701_0010.jpg,1200,monitor,0.393,841,323,872,371,1280,720,2026-08-23 02:17:42
vid_IMG_1557_20260823_021701_0010.jpg,1200,chair,0.388,241,629,441,720,1280,720,2026-08-23 02:17:42
vid_IMG_1557_20260823_021701_0010.jpg,1200,chair,0.383,1084,408,1168,532,1280,720,2026-08-23 02:17:42
vid_IMG_1557_20260823_021701_0010.jpg,1200,chair,0.353,1236,451,1279,532,1280,720,2026-08-23 02:17:42
vid_IMG_1557_20260823_021701_0010.jpg,1200,chair,0.352,75,659,172,719,1280,720,2026-08-23 02:17:42
vid_IMG_1557_20260823_021701_0010.jpg,1200,monitor,0.345,402,419,499,512,1280,720,2026-08-23 02:17:42
vid_IMG_1557_20260823_021701_0010.jpg,1200,monitor,0.337,192,458,339,583,1280,720,2026-08-23 02:17:42
vid_IMG_1557_20260823_021701_0010.jpg,1200,chair,0.333,246,593,444,720,1280,720,2026-08-23 02:17:42
vid_IMG_1557_20260823_021701_0010.jpg,1200,monitor,0.295,169,377,265,459,1280,720,2026-08-23 02:17:42
vid_IMG_1557_20260823_021701_0010.jpg,1200,chair,0.238,781,336,821,389,1280,720,2026-08-23 02:17:42
